Time[s], MOSI, MISO, SCK, CSN, CE, IRQ
0.182371250000000, 1, 0, 0, 0, 0, 1
0.182373250000000, 0, 0, 0, 0, 0, 1
0.182374250000000, 0, 0, 1, 0, 0, 1
0.182378250000000, 0, 0, 0, 0, 0, 1
0.182379750000000, 1, 0, 0, 0, 0, 1
0.182381250000000, 1, 0, 1, 0, 0, 1
0.182385250000000, 1, 0, 0, 0, 0, 1
0.182387250000000, 0, 0, 0, 0, 0, 1
0.182388250000000, 0, 0, 1, 0, 0, 1
0.182391750000000, 0, 0, 0, 0, 0, 1
0.182402125000000, 0, 0, 1, 0, 0, 1
0.182406125000000, 0, 0, 0, 0, 0, 1
0.182409125000000, 0, 0, 1, 0, 0, 1
0.182413125000000, 0, 0, 0, 0, 0, 1
0.182416000000000, 0, 0, 1, 0, 0, 1
0.182420000000000, 0, 0, 0, 0, 0, 1
0.182423000000000, 0, 0, 1, 0, 0, 1
0.182427000000000, 0, 0, 0, 0, 0, 1
0.182430000000000, 0, 0, 1, 0, 0, 1
0.182434000000000, 0, 0, 0, 0, 0, 1
0.182437000000000, 0, 0, 1, 0, 0, 1
0.182440875000000, 0, 0, 0, 0, 0, 1
0.182443875000000, 0, 0, 1, 0, 0, 1
0.182447875000000, 0, 0, 0, 0, 0, 1
0.182449375000000, 1, 0, 0, 0, 0, 1
0.182450875000000, 1, 0, 1, 0, 0, 1
0.182454375000000, 1, 0, 0, 0, 0, 1
0.182458375000000, 1, 0, 0, 1, 0, 1
0.182459375000000, 1, 1, 0, 1, 0, 1
0.182470750000000, 1, 0, 0, 0, 0, 1
0.182475750000000, 0, 0, 0, 0, 0, 1
0.182476750000000, 0, 0, 1, 0, 0, 1
0.182480750000000, 0, 0, 0, 0, 0, 1
0.182483750000000, 0, 0, 1, 0, 0, 1
0.182487625000000, 0, 0, 0, 0, 0, 1
0.182489125000000, 1, 0, 0, 0, 0, 1
0.182490625000000, 1, 0, 1, 0, 0, 1
0.182494625000000, 1, 0, 0, 0, 0, 1
0.182497625000000, 1, 0, 1, 0, 0, 1
0.182501625000000, 1, 1, 0, 0, 0, 1
0.182504625000000, 1, 1, 1, 0, 0, 1
0.182508500000000, 1, 1, 0, 0, 0, 1
0.182511500000000, 1, 1, 1, 0, 0, 1
0.182515500000000, 1, 1, 0, 0, 0, 1
0.182518500000000, 1, 1, 1, 0, 0, 1
0.182522500000000, 1, 0, 0, 0, 0, 1
0.182525500000000, 1, 0, 1, 0, 0, 1
0.182528875000000, 1, 0, 0, 0, 0, 1
0.182534375000000, 0, 0, 0, 0, 0, 1
0.182535375000000, 0, 0, 1, 0, 0, 1
0.182539375000000, 0, 0, 0, 0, 0, 1
0.182542375000000, 0, 0, 1, 0, 0, 1
0.182546375000000, 0, 0, 0, 0, 0, 1
0.182549375000000, 0, 0, 1, 0, 0, 1
0.182553250000000, 0, 0, 0, 0, 0, 1
0.182556250000000, 0, 0, 1, 0, 0, 1
